Image name,Genre
102517_0.jpg,Comedy
102517_1.jpg,Comedy
102517_2.jpg,Comedy
104670_0.jpg,Comedy
104670_1.jpg,Comedy
104670_2.jpg,Comedy
104926_0.jpg,Comedy
104926_1.jpg,Comedy
104926_2.jpg,Comedy
109067_0.jpg,Comedy
109067_1.jpg,Comedy
109067_2.jpg,Comedy
111094_0.jpg,Comedy
115851_0.jpg,Comedy
115851_1.jpg,Comedy
115851_2.jpg,Comedy
116165_0.jpg,Comedy
116165_1.jpg,Comedy
116165_2.jpg,Comedy
116168_0.jpg,Comedy
116168_1.jpg,Comedy
116168_2.jpg,Comedy
116778_0.jpg,Comedy
116778_1.jpg,Comedy
116778_2.jpg,Comedy
118764_0.jpg,Comedy
120484_0.jpg,Comedy
120484_1.jpg,Comedy
120484_2.jpg,Comedy
120742_0.jpg,Comedy
120742_1.jpg,Comedy
120742_2.jpg,Comedy
120765_0.jpg,Comedy
120767_0.jpg,Comedy
131857_0.jpg,Comedy
131857_1.jpg,Comedy
131857_2.jpg,Comedy
134618_0.jpg,Comedy
140796_0.jpg,Comedy
140796_1.jpg,Comedy
140796_2.jpg,Comedy
15841_0.jpg,Comedy
15841_1.jpg,Comedy
15841_2.jpg,Comedy
165384_0.jpg,Comedy
165384_1.jpg,Comedy
165384_2.jpg,Comedy
191397_0.jpg,Comedy
191397_1.jpg,Comedy
191397_2.jpg,Comedy
196857_0.jpg,Comedy
201840_0.jpg,Comedy
201840_1.jpg,Comedy
201840_2.jpg,Comedy
204946_0.jpg,Comedy
204946_1.jpg,Comedy
204946_2.jpg,Comedy
217756_0.jpg,Comedy
217756_1.jpg,Comedy
217756_2.jpg,Comedy
253798_0.jpg,Comedy
253798_1.jpg,Comedy
253798_2.jpg,Comedy
261552_0.jpg,Comedy
261552_1.jpg,Comedy
261552_2.jpg,Comedy
263957_0.jpg,Comedy
273982_0.jpg,Comedy
28772_0.jpg,Comedy
28772_1.jpg,Comedy
28772_2.jpg,Comedy
334965_0.jpg,Comedy
334965_1.jpg,Comedy
334965_2.jpg,Comedy
337879_0.jpg,Comedy
338077_0.jpg,Comedy
338077_1.jpg,Comedy
338077_2.jpg,Comedy
360201_0.jpg,Comedy
360201_1.jpg,Comedy
360201_2.jpg,Comedy
364725_0.jpg,Comedy
364725_1.jpg,Comedy
364725_2.jpg,Comedy
384488_0.jpg,Comedy
398165_0.jpg,Comedy
398165_1.jpg,Comedy
398165_2.jpg,Comedy
41514_0.jpg,Comedy
41514_1.jpg,Comedy
41514_2.jpg,Comedy
45012_0.jpg,Comedy
45012_1.jpg,Comedy
45012_2.jpg,Comedy
64603_0.jpg,Comedy
64603_1.jpg,Comedy
64603_2.jpg,Comedy
68364_0.jpg,Comedy
68364_1.jpg,Comedy
68364_2.jpg,Comedy
74599_0.jpg,Comedy
74599_1.jpg,Comedy
74599_2.jpg,Comedy
76723_0.jpg,Comedy
80487_0.jpg,Comedy
80487_1.jpg,Comedy
80487_2.jpg,Comedy
82136_0.jpg,Comedy
82136_1.jpg,Comedy
82136_2.jpg,Comedy
83580_0.jpg,Comedy
83580_1.jpg,Comedy
83580_2.jpg,Comedy
84690_0.jpg,Comedy
87425_0.jpg,Comedy
87425_1.jpg,Comedy
87425_2.jpg,Comedy
90685_0.jpg,Comedy
90685_1.jpg,Comedy
90685_2.jpg,Comedy
92214_0.jpg,Comedy
92214_1.jpg,Comedy
92214_2.jpg,Comedy
94812_0.jpg,Comedy
94812_1.jpg,Comedy
94812_2.jpg,Comedy
94824_0.jpg,Comedy
101524_0.jpg,Drama
103036_0.jpg,Drama
105824_0.jpg,Drama
107889_0.jpg,Drama
108002_0.jpg,Drama
109021_0.jpg,Drama
109305_0.jpg,Drama
109450_0.jpg,Drama
111094_0.jpg,Drama
116767_0.jpg,Drama
117784_0.jpg,Drama
118764_0.jpg,Drama
119934_0.jpg,Drama
120659_0.jpg,Drama
120765_0.jpg,Drama
120767_0.jpg,Drama
126916_0.jpg,Drama
132245_0.jpg,Drama
134618_0.jpg,Drama
140282_0.jpg,Drama
146838_0.jpg,Drama
156460_0.jpg,Drama
174856_0.jpg,Drama
180734_0.jpg,Drama
181733_0.jpg,Drama
18328_0.jpg,Drama
